PLANT_ID,LIBRARY,GENETIC_SUBPOP_KINSHIP,SUBPOP,ECOTYPE_NNET,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE,PLANTED_2018
J546.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Orleans,43.26833333,-78.35555556,58,"NA","Route 63 and Oak Orchard, Orleans County.",Panicum virgatum,"NA",NA,Y
J546.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Orleans,43.26833333,-78.35555556,58,"NA","Route 63 and Oak Orchard, Orleans County.",Panicum virgatum,"NA",NA,Y
J547.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Allegany,42.30138889,-77.09916667,486,"NA","Along Route 86 down embankment above a small wet area, Allegany County, West Almond.",Panicum virgatum,"NA",NA,N
J547.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Allegany,42.30138889,-77.09916667,486,"NA","Along Route 86 down embankment above a small wet area, Allegany County, West Almond.",Panicum virgatum,"NA",NA,N
J548.A,IHZI,NA,8X,Unknown,8X,Natural Collection,Unknown,T. Juenger,New York,Steuben,42.31833333,-77.82333333,488,"NA","Along Turnpike Road 1 mile east of Delos Road, Steuben County.",Panicum virgatum,"NA",NA,Y
J548.B,IICM,NA,8X,Unknown,8X,Natural Collection,Unknown,T. Juenger,New York,Steuben,42.31833333,-77.82333333,488,"NA","Along Turnpike Road 1 mile east of Delos Road, Steuben County.",Panicum virgatum,"NA",NA,Y
J548.C,IICU,NA,8X,Unknown,8X,Natural Collection,Unknown,T. Juenger,New York,Steuben,42.31833333,-77.82333333,488,"NA","Along Turnpike Road 1 mile east of Delos Road, Steuben County.",Panicum virgatum,"NA",NA,Y
J549.A,ITBA,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Rensselaer,42.89805556,-73.60027778,36,"NA","Follow road south of Hoosic River going west from Route 40. Plants were collected between bridge area to the north on east side of river; river scour zone, Rensselaer County.",Panicum virgatum,"NA",NA,N
J549.B,ITBB,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Rensselaer,42.89805556,-73.60027778,36,"NA","Follow road south of Hoosic River going west from Route 40. Plants were collected between bridge area to the north on east side of river; river scour zone, Rensselaer County.",Panicum virgatum,"NA",NA,Y
J549.C,IIAC,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Rensselaer,42.89805556,-73.60027778,36,"NA","Follow road south of Hoosic River going west from Route 40. Plants were collected between bridge area to the north on east side of river; river scour zone, Rensselaer County.",Panicum virgatum,"NA",NA,Y
J550.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Saratoga,42.80305556,-73.8425,59,"NA","Riverview Road, southwest on short road to power plant opposite Sugar Hill Road; drive to parking area, head south along river's edge to rock; plants occur along river edge where there's rock outcrops and sparce vegetation, Saratoga County.",Panicum virgatum,"NA",NA,Y
J550.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Saratoga,42.80305556,-73.8425,59,"NA","Riverview Road, southwest on short road to power plant opposite Sugar Hill Road; drive to parking area, head south along river's edge to rock; plants occur along river edge where there's rock outcrops and sparce vegetation, Saratoga County.",Panicum virgatum,"NA",NA,Y
J551.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Saratoga,42.77694444,-73.69,13,"NA","South end of Island and along southwest edge of island; Graminoid dominated meadow immediately off of river, Saratoga County.",Panicum virgatum,"NA",NA,N
J551.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Saratoga,42.77694444,-73.69,13,"NA","South end of Island and along southwest edge of island; Graminoid dominated meadow immediately off of river, Saratoga County.",Panicum virgatum,"NA",NA,N
J551.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Saratoga,42.77694444,-73.69,13,"NA","South end of Island and along southwest edge of island; Graminoid dominated meadow immediately off of river, Saratoga County.",Panicum virgatum,"NA",NA,N
J552.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Bradford,41.78638889,-76.32527778,398,"NA",From Route 6 head west on Ferry Road over the railroad track and directly to the river; Bradford County.,Panicum virgatum,"NA",NA,N
J552.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Bradford,41.78638889,-76.32527778,398,"NA",From Route 6 head west on Ferry Road over the railroad track and directly to the river; Bradford County.,Panicum virgatum,"NA",NA,N
J552.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New York,Bradford,41.78638889,-76.32527778,398,"NA",From Route 6 head west on Ferry Road over the railroad track and directly to the river; Bradford County.,Panicum virgatum,"NA",NA,N
J553.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Bradford,41.93833333,-76.50194444,229,"NA","East bank of Susquehanna River just west of Seshequin Road, north of junction with Chemung River; 6.5 miles by road north of bridge over Sushequin, Bradford County.",Panicum virgatum,"NA",NA,N
J553.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Bradford,41.93833333,-76.50194444,229,"NA","East bank of Susquehanna River just west of Seshequin Road, north of junction with Chemung River; 6.5 miles by road north of bridge over Sushequin, Bradford County.",Panicum virgatum,"NA",NA,N
J554.A,ITBC,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.45777778,-75.8525,170,"NA","West shore of Susquehanna River a bit south from bridge, Wyoming County.",Panicum virgatum,"NA",NA,Y
J554.B,IIAM,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.45777778,-75.8525,170,"NA","West shore of Susquehanna River a bit south from bridge, Wyoming County.",Panicum virgatum,"NA",NA,Y
J554.C,ITBD,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.45777778,-75.8525,170,"NA","West shore of Susquehanna River a bit south from bridge, Wyoming County.",Panicum virgatum,"NA",NA,Y
J555.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.53388889,-75.95083333,183,"NA","Southside of Susquehanna River just west of the bridge in Tunkhannock, Wyoming County.",Panicum virgatum,"NA",NA,Y
J555.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.53388889,-75.95083333,183,"NA","Southside of Susquehanna River just west of the bridge in Tunkhannock, Wyoming County.",Panicum virgatum,"NA",NA,Y
J555.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.53388889,-75.95083333,183,"NA","Southside of Susquehanna River just west of the bridge in Tunkhannock, Wyoming County.",Panicum virgatum,"NA",NA,Y
J556.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.17694444,-76.11222222,148,"NA","Head Southwest on Route 11 Hunlock, southwest of bridge to correctional facility to boat launch from west side of Susquehanna River, Luzerne County. Plants occur to the southwest of launch.",Panicum virgatum,"NA",NA,Y
J556.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.17694444,-76.11222222,148,"NA","Head Southwest on Route 11 Hunlock, southwest of bridge to correctional facility to boat launch from west side of Susquehanna River, Luzerne County. Plants occur to the southwest of launch.",Panicum virgatum,"NA",NA,Y
J556.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.17694444,-76.11222222,148,"NA","Head Southwest on Route 11 Hunlock, southwest of bridge to correctional facility to boat launch from west side of Susquehanna River, Luzerne County. Plants occur to the southwest of launch.",Panicum virgatum,"NA",NA,Y
J557.A,ITBE,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.32555556,-77.63638889,185,"NA","West branch of Susquehanna River, south side, east a few hundred meters from bridge over the river east of Hyner, Clinton County. Also collected on north side, but south had more plants.",Panicum virgatum,"NA",NA,Y
J557.B,IIBJ,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.32555556,-77.63638889,185,"NA","West branch of Susquehanna River, south side, east a few hundred meters from bridge over the river east of Hyner, Clinton County. Also collected on north side, but south had more plants.",Panicum virgatum,"NA",NA,N
J557.C,IIBR,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.32555556,-77.63638889,185,"NA","West branch of Susquehanna River, south side, east a few hundred meters from bridge over the river east of Hyner, Clinton County. Also collected on north side, but south had more plants.",Panicum virgatum,"NA",NA,Y
J558.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.49861111,-75.89944444,173,"NA","Just west of Route 92, south of Ostenhout along the Susquehanna River, Wyoming County.",Panicum virgatum,"NA",NA,Y
J558.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.49861111,-75.89944444,173,"NA","Just west of Route 92, south of Ostenhout along the Susquehanna River, Wyoming County.",Panicum virgatum,"NA",NA,Y
J558.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Wyoming,41.49861111,-75.89944444,173,"NA","Just west of Route 92, south of Ostenhout along the Susquehanna River, Wyoming County.",Panicum virgatum,"NA",NA,N
J559.A,IIBZ,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Snyder,40.65861111,-76.91833333,120,"NA","Rest area along Route 11 at McKee's half Falls, Snyder County.",Panicum virgatum,"NA",NA,Y
J559.B,IIML,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Snyder,40.65861111,-76.91833333,120,"NA","Rest area along Route 11 at McKee's half Falls, Snyder County.",Panicum virgatum,"NA",NA,Y
J559.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Snyder,40.65861111,-76.91833333,120,"NA","Rest area along Route 11 at McKee's half Falls, Snyder County.",Panicum virgatum,"NA",NA,N
J560.A,IICG,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clarion,41.30694444,-79.24388889,350,"NA","Along Clarion River near bridge which crosses Gravel Lick; some were found south along the east side of river, Clarion County.",Panicum virgatum,"NA",NA,Y
J560.B,IGSE,NA,8X,Unknown,8X,Natural Collection,Unknown,T. Juenger,Pennsylvania,Clarion,41.30694444,-79.24388889,350,"NA","Along Clarion River near bridge which crosses Gravel Lick; some were found south along the east side of river, Clarion County.",Panicum virgatum,"NA",NA,Y
J560.C,IICN,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clarion,41.30694444,-79.24388889,350,"NA","Along Clarion River near bridge which crosses Gravel Lick; some were found south along the east side of river, Clarion County.",Panicum virgatum,"NA",NA,N
J561.A,IICW,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.27638889,-77.94888889,219,"NA","Sinnermahoning Creek along the northeast side, about 2 miles west of Keating, Clinton County.",Panicum virgatum,"NA",NA,Y
J561.B,ITBF,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.27638889,-77.94888889,219,"NA","Sinnermahoning Creek along the northeast side, about 2 miles west of Keating, Clinton County.",Panicum virgatum,"NA",NA,Y
J561.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.27638889,-77.94888889,219,"NA","Sinnermahoning Creek along the northeast side, about 2 miles west of Keating, Clinton County.",Panicum virgatum,"NA",NA,Y
J562.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,York,39.815,-76.32861111,36,"NA","Susquehanna River, west side from Route 372 bridge, York County.",Panicum virgatum,"NA",NA,N
J562.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,York,39.815,-76.32861111,36,"NA","Susquehanna River, west side from Route 372 bridge, York County.",Panicum virgatum,"NA",NA,N
J562.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,York,39.815,-76.32861111,36,"NA","Susquehanna River, west side from Route 372 bridge, York County.",Panicum virgatum,"NA",NA,N
J563.A,ITBG,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Erie,42.17138889,-80.07305556,175,"NA","Sand dunes on northeast end of Presque Isle peninsula, Erie County.",Panicum virgatum,"NA",NA,Y
J563.B,IIDR,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Erie,42.17138889,-80.07305556,175,"NA","Sand dunes on northeast end of Presque Isle peninsula, Erie County.",Panicum virgatum,"NA",NA,Y
J563.C,IIAN,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Erie,42.17138889,-80.07305556,175,"NA","Sand dunes on northeast end of Presque Isle peninsula, Erie County.",Panicum virgatum,"NA",NA,Y
J564.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.27305556,-79.84694444,280,"NA","Along west shore of Allegheny River, just south of Dennison Run, Venango County.",Panicum virgatum,"NA",NA,N
J564.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.27305556,-79.84694444,280,"NA","Along west shore of Allegheny River, just south of Dennison Run, Venango County.",Panicum virgatum,"NA",NA,Y
J564.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.27305556,-79.84694444,280,"NA","Along west shore of Allegheny River, just south of Dennison Run, Venango County.",Panicum virgatum,"NA",NA,N
J565.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.72166667,-79.87805556,322,"NA","Along north side of Cheat River, about 1.5 - 2 miles west of hydroelectric dam, Fayette County.",Panicum virgatum,"NA",NA,Y
J565.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.72166667,-79.87805556,322,"NA","Along north side of Cheat River, about 1.5 - 2 miles west of hydroelectric dam, Fayette County.",Panicum virgatum,"NA",NA,Y
J565.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.72166667,-79.87805556,322,"NA","Along north side of Cheat River, about 1.5 - 2 miles west of hydroelectric dam, Fayette County.",Panicum virgatum,"NA",NA,Y
J566.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.46222222,-79.64972222,306,"NA","Inside curve of the Allegheny River at Walnut Bend, Venango County.",Panicum virgatum,"NA",NA,Y
J566.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.46222222,-79.64972222,306,"NA","Inside curve of the Allegheny River at Walnut Bend, Venango County.",Panicum virgatum,"NA",NA,N
J566.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Venango,41.46222222,-79.64972222,306,"NA","Inside curve of the Allegheny River at Walnut Bend, Venango County.",Panicum virgatum,"NA",NA,Y
J567.A,IEPS,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.87111111,-79.49361111,364,"NA","Just west of Route 381 on north shore of Youghiogheny River, upstream from Ohiopyle Falls, Fayette County.",Panicum virgatum,"NA",NA,Y
J567.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.87111111,-79.49361111,364,"NA","Just west of Route 381 on north shore of Youghiogheny River, upstream from Ohiopyle Falls, Fayette County.",Panicum virgatum,"NA",NA,Y
J567.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,39.87111111,-79.49361111,364,"NA","Just west of Route 381 on north shore of Youghiogheny River, upstream from Ohiopyle Falls, Fayette County.",Panicum virgatum,"NA",NA,Y
J568.A,ITBH,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,40.08472222,-79.71166667,248,"NA","From Layton, cross bridge over Youghioghy River heading southwest. Make a left and follow road heading east along river. Park and walk along trail further east and south following river, Fayette County.",Panicum virgatum,"NA",NA,N
J568.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,40.08472222,-79.71166667,248,"NA","From Layton, cross bridge over Youghioghy River heading southwest. Make a left and follow road heading east along river. Park and walk along trail further east and south following river, Fayette County.",Panicum virgatum,"NA",NA,Y
J568.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Fayette,40.08472222,-79.71166667,248,"NA","From Layton, cross bridge over Youghioghy River heading southwest. Make a left and follow road heading east along river. Park and walk along trail further east and south following river, Fayette County.",Panicum virgatum,"NA",NA,Y
J569.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.285637,-75.90103,186,"NA",Luzerne County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,N
J569.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.285637,-75.90103,186,"NA",Luzerne County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,Y
J569.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Luzerne,41.285637,-75.90103,186,"NA",Luzerne County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,Y
J570.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.333144,-77.65178,195,"NA",Clinton County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,Y
J570.B,ITBI,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.333144,-77.65178,195,"NA",Clinton County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,Y
J570.C,IIBK,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Clinton,41.333144,-77.65178,195,"NA",Clinton County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,N
J571.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Lackawanna,41.44212,-75.574247,415,"NA",Lackawanna County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,Y
J571.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Lackawanna,41.44212,-75.574247,415,"NA",Lackawanna County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,Y
J571.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Lackawanna,41.44212,-75.574247,415,"NA",Lackawanna County. Major Land Resource Area 140.,Panicum virgatum,"NA",NA,Y
J572.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Crawforn,41.665676,-80.273924,394,"NA",Crawforn County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,Y
J572.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Crawforn,41.665676,-80.273924,394,"NA",Crawforn County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,Y
J572.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Crawforn,41.665676,-80.273924,394,"NA",Crawforn County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,N
J573.A,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Ohio,Erie,41.388259,-82.470003,173,"NA",Erie County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,Y
J573.B,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Ohio,Erie,41.388259,-82.470003,173,"NA",Erie County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,Y
J573.C,"NA",NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Ohio,Erie,41.388259,-82.470003,173,"NA",Erie County. Major Land Resource Area 139.,Panicum virgatum,"NA",NA,N
J575.A,IIBS,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Centre,40.876565,-77.836728,320,"NA",Centre County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,Y
J575.B,IICA,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Centre,40.876565,-77.836728,320,"NA",Centre County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,Y
J575.C,IICH,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Pennsylvania,Centre,40.876565,-77.836728,320,"NA",Centre County. Major Land Resource Area 147.,Panicum virgatum,"NA",NA,N
J578.B,"NA",NA,4X,Unknown,4X,Natural Collection,Unknown,T. Juenger,North Carolina,Beaufort,35.59595,-76.82933333,23,"NA","Beaufort County. Vicinity of 716 Terr Ceia Road Right of Way, Pantego, North Carolina",Panicum virgatum,"NA",NA,N
J579.A,IICP,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Georgia,Upson,32.91191667,-84.16072222,750,"NA",Upson County. On north side of road along Highway 74 approximately one mile west of Yatesville city limit,Panicum virgatum,"NA",NA,Y
J579.B,IRUX,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Georgia,Upson,32.91191667,-84.16072222,750,"NA",Upson County. On north side of road along Highway 74 approximately one mile west of Yatesville city limit,Panicum virgatum,"NA",NA,Y
J579.C,IICX,NA,8X,Unknown,8X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Georgia,Upson,32.91191667,-84.16072222,750,"NA",Upson County. On north side of road along Highway 74 approximately one mile west of Yatesville city limit,Panicum virgatum,"NA",NA,Y
J580.B,"NA",NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Vugteveen,Illinois,DuPage,41.8610833,-88.2540556,741,Check ACC Info for Exact,"Fermi National Accelerator Laboratory (Fermilab), Batavia, IL. North Remnant. East Remnant",Panicum virgatum,Description: Remnant of mesic to wet mesic black soil native prairie along railroad right of way on east side of Fermilab on Wauconda silt loam (a transitional forest/grassland soil) and Drummer silty clay loam (grassland soil). Based on soil series thi,2015-10-26,N
J580.C,"NA",NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Vugteveen,Illinois,DuPage,41.8610833,-88.2540556,741,Check ACC Info for Exact,"Fermi National Accelerator Laboratory (Fermilab), Batavia, IL. North Remnant. East Remnant",Panicum virgatum,Description: Remnant of mesic to wet mesic black soil native prairie along railroad right of way on east side of Fermilab on Wauconda silt loam (a transitional forest/grassland soil) and Drummer silty clay loam (grassland soil). Based on soil series thi,2015-10-26,N
J581.A,IIDE,NA,8X,Unknown,8X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Vugteveen,Illinois,Cook,42.0595833,-87.8422222,655,Check ACC Info for Exact,"James Woodworth Prairie, 9831 North Milwaukee Avenue, Glenview, IL",Panicum virgatum,"Description: Site is a remnant characteristic a mesic black soil native prairie maintained by the University of Illinois Chicago on Frankfort silt loam. Based on the soil series (a transitional forest/grassland soil), this area was probably savannah (op",2015-10-20,N
J581.B,IJAX,NA,8X,Unknown,8X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,T. Vugteveen,Illinois,Cook,42.0595833,-87.8422222,655,Check ACC Info for Exact,"James Woodworth Prairie, 9831 North Milwaukee Avenue, Glenview, IL",Panicum virgatum,"Description: Site is a remnant characteristic a mesic black soil native prairie maintained by the University of Illinois Chicago on Frankfort silt loam. Based on the soil series (a transitional forest/grassland soil), this area was probably savannah (op",2015-10-20,N
J589.A,"NA",NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Virginia,Accomack,37.90747222,-75.35108333,0,"NA",Chincoteague NWR. Collected along the entirety of Wildlife Loop,Panicum virgatum,"NA",2015-09-21,Y
J590.A,"NA",NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Virginia,Northampton,37.45591667,-75.83288889,0,"NA","Brownsville Preserve. Go east on Brownsville Rd from Nassawadox, drive to end of Birding and Wildlife Trail, population on right. ",Panicum virgatum,"NA",2015-09-21,Y
J594.C,"NA",NA,4X,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Jacob Dakar,North Carolina,Currituck,36.5135,-75.92877778,0,"NA",Mackay Island NWR,Panicum virgatum,"NA",2016-09-28,Y
J604.A,"NA",NA,8X,Unknown,8X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Maryland,Prince George,39.0528493,-79.5778,0,"NA","NA",Panicum virgatum,"NA",NA,Y
